Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Lars Halvor Stokstad	SP	5	Male	Norsk		1986	No	Akershus	0235	Ullensaker
Ørjan Eltvik	SP	6	Male	Norsk		1955	No	Akershus	0235	Ullensaker
Britt K B Hertzenberg	SP	7	Female	Norsk		1957	No	Akershus	0235	Ullensaker
Odd Magne Pettersen	SP	8	Male	Norsk		1944	No	Akershus	0235	Ullensaker
Kjell Arne Halvorsen	SP	9	Male	Norsk		1942	No	Akershus	0235	Ullensaker
Geir Ljøgodt	SP	10	Male	Norsk		1965	No	Akershus	0235	Ullensaker
Ragnhild M Gjerstad Hovde	SP	11	Female	Norsk		1948	No	Akershus	0235	Ullensaker
Martin Stanger	SP	12	Male	Norsk		1991	No	Akershus	0235	Ullensaker
Torunn E Kvarme Aurstad	SP	13	Female	Norsk		1979	No	Akershus	0235	Ullensaker
Nils-Edvin Wethal	SP	14	Male	Norsk		1958	No	Akershus	0235	Ullensaker
Gunn-Marit S Sigvartsen	SP	15	Female	Norsk		1942	No	Akershus	0235	Ullensaker
Harald Andreas Reierstad	SP	16	Male	Norsk		1961	No	Akershus	0235	Ullensaker
Siv Beate Thorshaug	SP	17	Female	Norsk		1968	No	Akershus	0235	Ullensaker
Ole Haugen	SP	18	Male	Norsk		1952	No	Akershus	0235	Ullensaker
Sigrun Sundby	SP	19	Female	Norsk		1941	No	Akershus	0235	Ullensaker
Gunnar Kristian Øvrum	SP	20	Male	Norsk		1939	No	Akershus	0235	Ullensaker
Knut Christian Skibsrud	SP	21	Male	Norsk		1941	No	Akershus	0235	Ullensaker
Kari Fjeldstad Luke	SP	22	Female	Norsk		1954	No	Akershus	0235	Ullensaker
Trygve Stanger	SP	23	Male	Norsk		1962	No	Akershus	0235	Ullensaker
Anne M Nordby Thorvaldsen	SP	24	Female	Norsk		1957	No	Akershus	0235	Ullensaker
Helge Einar Evensen	SP	25	Male	Norsk		1960	No	Akershus	0235	Ullensaker
Jon Tore Beitnes	SP	26	Male	Norsk		1956	No	Akershus	0235	Ullensaker
Åshild Olsen	SP	27	Female	Norsk		1939	No	Akershus	0235	Ullensaker
Ove Elstad	SP	28	Male	Norsk		1956	No	Akershus	0235	Ullensaker
Anne-Line Kjos Sollie	SP	29	Female	Norsk		1964	No	Akershus	0235	Ullensaker
Hans Petter Aurstad	SP	30	Male	Norsk		1976	No	Akershus	0235	Ullensaker
Lars Andreas Grande	SP	31	Male	Norsk		1942	No	Akershus	0235	Ullensaker
Inger Johanne Hertzenberg	SP	32	Female	Norsk		1932	No	Akershus	0235	Ullensaker
Sverre Magne Støverud	SP	33	Male	Norsk		1937	No	Akershus	0235	Ullensaker
Ole Martin Tonhaugen	SP	34	Male	Norsk		1940	No	Akershus	0235	Ullensaker
Inger Synnøve Støverud	SP	35	Female	Norsk		1940	No	Akershus	0235	Ullensaker
Kari Kamstrup Hovind	SP	36	Female	Norsk		1956	No	Akershus	0235	Ullensaker
Hans Arne Jahren	SP	37	Male	Norsk		1934	No	Akershus	0235	Ullensaker
Gro Irene Holt	SV	1	Female	Norsk		1954	Yes	Akershus	0235	Ullensaker
Tore Ruud	SV	2	Male	Norsk		1938	Yes	Akershus	0235	Ullensaker
Janne Moen Lyng	SV	3	Female	Norsk		1972	Yes	Akershus	0235	Ullensaker
Torkell Skollevoll	SV	4	Male	Norsk		1954	Yes	Akershus	0235	Ullensaker
Wenche Enger	SV	5	Female	Norsk		1949	Yes	Akershus	0235	Ullensaker
Jo Gjessing	SV	6	Male	Norsk		1948	Yes	Akershus	0235	Ullensaker
Wenche Kultorp	SV	7	Female	Norsk		1954	No	Akershus	0235	Ullensaker
Petter Olsen	SV	8	Male	Norsk		1938	No	Akershus	0235	Ullensaker
Gro Trude Gjestrud	SV	9	Female	Norsk		1955	No	Akershus	0235	Ullensaker
Per Tommy Denni Söberg	SV	10	Male	Norsk		1973	No	Akershus	0235	Ullensaker
Belén Asri	SV	11	Female	Norsk		1990	No	Akershus	0235	Ullensaker
Per K Grindstad Langbakk	SV	12	Male	Norsk		1990	No	Akershus	0235	Ullensaker
Mari Kirsti Sørlie	SV	13	Female	Norsk		1953	No	Akershus	0235	Ullensaker
Hans Petter Hornæs	SV	14	Male	Norsk		1955	No	Akershus	0235	Ullensaker
Signhild E Ø Gjessing	SV	15	Female	Norsk		1948	No	Akershus	0235	Ullensaker
Ove Jostein Øverby	SV	16	Male	Norsk		1939	No	Akershus	0235	Ullensaker
Elisabeth Bakken	SV	17	Female	Norsk		1949	No	Akershus	0235	Ullensaker
Jon Magne Stemnes	SV	18	Male	Norsk		1968	No	Akershus	0235	Ullensaker
Kathy Sissel Sundelin	SV	19	Female	Norsk		1957	No	Akershus	0235	Ullensaker
Haakon Thorleif Nilssen	SV	20	Male	Norsk		1943	No	Akershus	0235	Ullensaker
Ineke Christina Scheele	SV	21	Female	Norsk		1933	No	Akershus	0235	Ullensaker
Terje Enger	SV	22	Male	Norsk		1938	No	Akershus	0235	Ullensaker
Olaug R Julseth Stokstad	SV	23	Female	Norsk		1929	No	Akershus	0235	Ullensaker
John Pavels Wilhelmsen	V	1	Male	Norsk		1957	Yes	Akershus	0235	Ullensaker
Katrine E Vevle Gjærum	V	2	Female	Norsk		1967	Yes	Akershus	0235	Ullensaker
Roger Jack I Axelsson	V	3	Male	Norsk		1956	Yes	Akershus	0235	Ullensaker
Nina Holen Skotte	V	4	Female	Norsk		1974	No	Akershus	0235	Ullensaker
Irene Borgen	V	5	Female	Norsk		1957	No	Akershus	0235	Ullensaker
Sigbjørn E Weight Mostue	V	6	Male	Norsk		1969	No	Akershus	0235	Ullensaker
Sidsel Skjelmerud	V	7	Female	Norsk		1955	No	Akershus	0235	Ullensaker
Svein Oddvar Tunold	V	8	Male	Norsk		1945	No	Akershus	0235	Ullensaker
Guri Borander	V	9	Female	Norsk		1933	No	Akershus	0235	Ullensaker
Cato Bjerch-Andresen	V	10	Male	Norsk		1944	No	Akershus	0235	Ullensaker
Torhild Slåtto	V	11	Female	Norsk		1951	No	Akershus	0235	Ullensaker
Frode Lillerovde	V	12	Male	Norsk		1968	No	Akershus	0235	Ullensaker
Trine Helene Smestad	V	13	Female	Norsk		1968	No	Akershus	0235	Ullensaker
Hans Christian Jahren	V	14	Male	Norsk		1959	No	Akershus	0235	Ullensaker
Eivind A H Jørgensen	V	15	Male	Norsk		1961	No	Akershus	0235	Ullensaker
Åshild Taksdal Randby	V	16	Female	Norsk		1953	No	Akershus	0235	Ullensaker
Harald Olavson Rutle	V	17	Male	Norsk		1968	No	Akershus	0235	Ullensaker
Turid Just	V	18	Female	Norsk		1934	No	Akershus	0235	Ullensaker
Tove Gurine Rød Rutle	V	19	Female	Norsk		1947	No	Akershus	0235	Ullensaker
Hans Petter Nissen	V	20	Male	Norsk		1957	No	Akershus	0235	Ullensaker
Anne-Katrine Borander	V	21	Female	Norsk		1957	No	Akershus	0235	Ullensaker
Peter Tonstad	V	22	Male	Norsk		1972	No	Akershus	0235	Ullensaker
Synøve Wiggen Mosveen	V	23	Female	Norsk		1942	No	Akershus	0235	Ullensaker
Tove Målfrid Grønbekk	V	24	Female	Norsk		1950	No	Akershus	0235	Ullensaker
Anne Kristin Blegstad	V	25	Female	Norsk		1958	No	Akershus	0235	Ullensaker
Kjersti Borgen Reisop	V	26	Female	Norsk		1948	No	Akershus	0235	Ullensaker
Egil Martin Mosveen	V	27	Male	Norsk		1936	No	Akershus	0235	Ullensaker
Halvdan Skard	AP	1	Male	Norsk		1939	Yes	Akershus	0219	Bærum
Marianne Rieber-Mohn	AP	2	Female	Norsk		1954	Yes	Akershus	0219	Bærum
Mohammad Waseem Shad	AP	3	Male	Non	Arabic	1984	Yes	Akershus	0219	Bærum
Priyadharshini Prasath	AP	4	Female	Non	Indian	1992	Yes	Akershus	0219	Bærum
Per Arne Nyberg	AP	5	Male	Norsk		1948	Yes	Akershus	0219	Bærum
Kari Aalerud	AP	6	Female	Norsk		1952	Yes	Akershus	0219	Bærum
Daniel Walter	AP	7	Male	Norsk		1979	No	Akershus	0219	Bærum
Kari Brodin Seljelid	AP	8	Female	Norsk		1946	No	Akershus	0219	Bærum
Odd Willy Lørstad	AP	9	Male	Norsk		1943	No	Akershus	0219	Bærum
Bente Jørgensen	AP	10	Female	Norsk		1972	No	Akershus	0219	Bærum
Irene Kingsford	AP	11	Female	Norsk		1969	No	Akershus	0219	Bærum
Håkon Sandbakken	AP	12	Male	Norsk		1989	No	Akershus	0219	Bærum
Marit Handal	AP	13	Female	Norsk		1938	No	Akershus	0219	Bærum
Karl Seip	AP	14	Male	Norsk		1963	No	Akershus	0219	Bærum
Elly Frogner	AP	15	Female	Norsk		1949	No	Akershus	0219	Bærum
Raymond Huseby	AP	16	Male	Norsk		1945	No	Akershus	0219	Bærum
Sissel Krabbesund	AP	17	Female	Norsk		1951	No	Akershus	0219	Bærum
Per Christian Dahlen	AP	18	Male	Norsk		1943	No	Akershus	0219	Bærum
Unni Viken	AP	19	Female	Norsk		1949	No	Akershus	0219	Bærum
Gunnar Gussgard	AP	20	Male	Norsk		1959	No	Akershus	0219	Bærum
Ingvild Dønnem Søyseth	AP	21	Female	Norsk		1980	No	Akershus	0219	Bærum
Finn Roger Wichstrøm	AP	22	Male	Norsk		1939	No	Akershus	0219	Bærum
Tone Kristin Grøv	AP	23	Female	Norsk		1976	No	Akershus	0219	Bærum
Einar Uggerud	AP	24	Male	Norsk		1954	No	Akershus	0219	Bærum
Maj Berger Sæther	AP	25	Female	Norsk		1958	No	Akershus	0219	Bærum
Bengt Juel Brauer	AP	26	Male	Norsk		1945	No	Akershus	0219	Bærum
Lisbeth Sannerud	AP	27	Female	Norsk		1945	No	Akershus	0219	Bærum
Almas Mohammadi	AP	28	Male	Norsk	Arabic	1968	No	Akershus	0219	Bærum
Unni Venke Holm	AP	29	Female	Norsk		1944	No	Akershus	0219	Bærum
Eirik Wangen Næss	AP	30	Male	Norsk		1971	No	Akershus	0219	Bærum
Kari Vik Knutsen	AP	31	Female	Norsk		1938	No	Akershus	0219	Bærum
Eamonn Michael Noonan	AP	32	Male	Norsk	Gaelic	1959	No	Akershus	0219	Bærum
Kari Lørstad	AP	33	Female	Norsk		1945	No	Akershus	0219	Bærum
Kristian Pfanzelter	AP	34	Male	Norsk		1969	No	Akershus	0219	Bærum
Lisbeth Fransplass	AP	35	Female	Norsk		1966	No	Akershus	0219	Bærum
Mudhafar Mirza	AP	36	Male	Norsk	Persian	1972	No	Akershus	0219	Bærum
Marianne Hognestad	AP	37	Female	Norsk		1962	No	Akershus	0219	Bærum
Ingund Keysan Schille	AP	38	Female	Norsk		1949	No	Akershus	0219	Bærum
Turid Juve	AP	39	Female	Norsk		1933	No	Akershus	0219	Bærum
Einar Liahagen	AP	40	Male	Norsk		1946	No	Akershus	0219	Bærum
Inger-Lise Lien	AP	41	Female	Norsk		1954	No	Akershus	0219	Bærum
Nils Dårflot	AP	42	Male	Norsk		1951	No	Akershus	0219	Bærum
Jannicke Veum-Søhoel	AP	43	Female	Norsk		1968	No	Akershus	0219	Bærum
Knut Lorents Knutsen	AP	44	Male	Norsk		1936	No	Akershus	0219	Bærum
Kjersti Børsum	AP	45	Female	Norsk		1957	No	Akershus	0219	Bærum
Brian Aarstad	AP	46	Male	Norsk		1977	No	Akershus	0219	Bærum
Målfrid Grude Flekkøy	AP	47	Female	Norsk		1936	No	Akershus	0219	Bærum
Lars Einar Sørli	AP	48	Male	Norsk		1954	No	Akershus	0219	Bærum
Siri Kjelberg	AP	49	Female	Norsk		1958	No	Akershus	0219	Bærum
Halle Jørn Hansen	AP	50	Male	Norsk		1937	No	Akershus	0219	Bærum
Anne Espelien	FRP	1	Female	Norsk		1973	Yes	Akershus	0219	Bærum
Helene Viktoria Abusdal	FRP	2	Female	Norsk		1976	Yes	Akershus	0219	Bærum
Ida Ohme Pedersen	FRP	3	Female	Norsk		1981	Yes	Akershus	0219	Bærum
Torbjørn Espelien	FRP	4	Male	Norsk		1975	Yes	Akershus	0219	Bærum
Inger-Lise Langfeldt	FRP	5	Female	Norsk		1938	Yes	Akershus	0219	Bærum
Hans Andreas Limi	FRP	6	Male	Norsk		1960	Yes	Akershus	0219	Bærum
Svein Ihlen	FRP	7	Male	Norsk		1941	No	Akershus	0219	Bærum
Mona Limstrand	FRP	8	Female	Norsk		1971	No	Akershus	0219	Bærum
Carl Wilhelm Tyren	FRP	9	Male	Norsk		1947	No	Akershus	0219	Bærum
Harry Brenna	FRP	10	Male	Norsk		1946	No	Akershus	0219	Bærum
Filip Jensen Napier	FRP	11	Male	Norsk		1992	No	Akershus	0219	Bærum
Petter Erik Kaland Melsom	FRP	12	Male	Norsk		1992	No	Akershus	0219	Bærum
Ellen Bradley	FRP	13	Female	Norsk		1954	No	Akershus	0219	Bærum
Martin Bodd	FRP	14	Male	Norsk		1963	No	Akershus	0219	Bærum
Sigrid Bradley	FRP	15	Female	Norsk		1988	No	Akershus	0219	Bærum
Siri Hall	FRP	16	Female	Norsk		1947	No	Akershus	0219	Bærum
Kai Erling Heyerdahl	FRP	17	Male	Norsk		1967	No	Akershus	0219	Bærum
Elisabet Syberg	FRP	18	Female	Norsk		1947	No	Akershus	0219	Bærum
Ann-Cathrin Hjelle Bråthen	FRP	19	Female	Norsk		1968	No	Akershus	0219	Bærum
Jan T. Brodtkorb	FRP	20	Male	Norsk		1955	No	Akershus	0219	Bærum
Karl Morten Wefring	FRP	21	Male	Norsk		1938	No	Akershus	0219	Bærum
Yngve Olsen	FRP	22	Male	Norsk		1975	No	Akershus	0219	Bærum
Nils Dagfinn Andreassen	FRP	23	Male	Norsk		1941	No	Akershus	0219	Bærum
Karl-Henning F Svendsen	FRP	24	Male	Norsk		1972	No	Akershus	0219	Bærum
Frank Jensen	FRP	25	Male	Norsk		1961	No	Akershus	0219	Bærum
Rolf Erik Heftye	FRP	26	Male	Norsk		1947	No	Akershus	0219	Bærum
Svein Erik Hagen	FRP	27	Male	Norsk		1955	No	Akershus	0219	Bærum
Asbjørn Johnsrud	FRP	28	Male	Norsk		1967	No	Akershus	0219	Bærum
Klara Dyresen	FRP	29	Female	Norsk		1930	No	Akershus	0219	Bærum
Emmy Marie Andersen	FRP	30	Female	Norsk		1954	No	Akershus	0219	Bærum
Åge Røde	FRP	31	Male	Norsk		1957	No	Akershus	0219	Bærum
Stian Andre Løksen	FRP	32	Male	Norsk		1991	No	Akershus	0219	Bærum
Terje Martin Kampen	FRP	33	Male	Norsk		1961	No	Akershus	0219	Bærum
Paul Ingebrigtsen	FRP	34	Male	Norsk		1968	No	Akershus	0219	Bærum
Jon Roar Selenius	FRP	35	Male	Norsk		1970	No	Akershus	0219	Bærum
Steinar Brautaset	FRP	36	Male	Norsk		1944	No	Akershus	0219	Bærum
Lisbeth Hammer Krog	H	1	Female	Norsk		1961	Yes	Akershus	0219	Bærum
Ole Kristian Udnes	H	2	Male	Norsk		1953	Yes	Akershus	0219	Bærum
Torill Hodt Heggen	H	3	Female	Norsk		1954	Yes	Akershus	0219	Bærum
Anne Lene W. Hojem	H	4	Female	Norsk		1963	Yes	Akershus	0219	Bærum
Bjørn Røtnes	H	5	Male	Norsk		1962	Yes	Akershus	0219	Bærum
Siw Wikan	H	6	Female	Norsk		1968	Yes	Akershus	0219	Bærum
Sebastian Næss Langaas	H	7	Male	Norsk		1986	No	Akershus	0219	Bærum
Morten Skauge	H	8	Male	Norsk		1974	No	Akershus	0219	Bærum
Susanne Kristiansen	H	9	Female	Norsk		1985	No	Akershus	0219	Bærum
Stig Olai Kapskarmo	H	10	Male	Norsk		1980	No	Akershus	0219	Bærum
Hans Petter Skattum	H	11	Male	Norsk		1934	No	Akershus	0219	Bærum
Morten Dahl-Hansen	H	12	Male	Norsk		1955	No	Akershus	0219	Bærum
Liv Skrede	H	13	Female	Norsk		1948	No	Akershus	0219	Bærum
Bjarne Refsnes	H	14	Male	Norsk		1962	No	Akershus	0219	Bærum
Gisle Bjugn	H	15	Male	Norsk		1973	No	Akershus	0219	Bærum
Bjarte Reve	H	16	Male	Norsk		1972	No	Akershus	0219	Bærum
Morten Larsen	H	17	Male	Norsk		1950	No	Akershus	0219	Bærum
Bénédicte Røer	H	18	Female	Norsk		1984	No	Akershus	0219	Bærum
Hårek Elvenes	H	19	Male	Norsk		1959	No	Akershus	0219	Bærum
Sverre Bråthen	H	20	Male	Norsk		1945	No	Akershus	0219	Bærum
Benedicte Paulsen	H	21	Female	Norsk		1991	No	Akershus	0219	Bærum
Johan Ratvik	H	22	Male	Norsk		1967	No	Akershus	0219	Bærum
Anne Gerd Steffensen	H	23	Female	Norsk		1947	No	Akershus	0219	Bærum
Dag Egil Strømme	H	24	Male	Norsk		1968	No	Akershus	0219	Bærum
Magnar Danielsen	H	25	Male	Norsk		1958	No	Akershus	0219	Bærum
Kari Øie Nilsen	H	26	Female	Norsk		1987	No	Akershus	0219	Bærum
Tore Bough-Jensen	H	27	Male	Norsk		1939	No	Akershus	0219	Bærum
Hanne Erdahl Korsmo	H	28	Female	Norsk		1966	No	Akershus	0219	Bærum
Ambrose Awici-Rasmussen	H	29	Male	Norsk		1976	No	Akershus	0219	Bærum
Kristin Omholt-Jensen	H	30	Female	Norsk		1966	No	Akershus	0219	Bærum
Asbjørn Nilsen	H	31	Male	Norsk		1951	No	Akershus	0219	Bærum
Frederik Nicolai Andreassen	H	32	Male	Norsk		1988	No	Akershus	0219	Bærum
Tore D. Langballe	H	33	Male	Norsk		1966	No	Akershus	0219	Bærum
Hilde Solberg Øydne	H	34	Female	Norsk		1943	No	Akershus	0219	Bærum
Paul Evers	H	35	Male	Norsk		1959	No	Akershus	0219	Bærum
Sigvart B. Eriksen	H	36	Male	Norsk		1936	No	Akershus	0219	Bærum
Kjell Skovholt	H	37	Male	Norsk		1943	No	Akershus	0219	Bærum
Merete Skaug	H	38	Female	Norsk		1968	No	Akershus	0219	Bærum
Gunnar Johansen	H	39	Male	Norsk		1952	No	Akershus	0219	Bærum
Leyla Bough-Jensen	H	40	Female	Norsk		1973	No	Akershus	0219	Bærum
Torgeir Sjølie	H	41	Male	Norsk		1946	No	Akershus	0219	Bærum
Arild Steine	H	42	Male	Norsk		1956	No	Akershus	0219	Bærum
Magnus Ramstad Dahl	H	43	Male	Norsk		1990	No	Akershus	0219	Bærum
Øyvind Rideng	H	44	Male	Norsk		1970	No	Akershus	0219	Bærum
Terje Hegge	H	45	Male	Norsk		1962	No	Akershus	0219	Bærum
Mari Hjemdal	H	46	Female	Norsk		1961	No	Akershus	0219	Bærum
Henning Kolstad	H	47	Male	Norsk		1948	No	Akershus	0219	Bærum
Yngvar B. Bugge	H	48	Male	Norsk		1941	No	Akershus	0219	Bærum
Hjalmar Aass	H	49	Male	Norsk		1930	No	Akershus	0219	Bærum
Jon Halvor Stridsklev	H	50	Male	Norsk		1979	No	Akershus	0219	Bærum
Odd Øie	H	51	Male	Norsk		1950	No	Akershus	0219	Bærum
Rolv Guddal	H	52	Male	Norsk		1955	No	Akershus	0219	Bærum
Gunnar Nordtømme	H	53	Male	Norsk		1958	No	Akershus	0219	Bærum
Haakon Kvenna Veum	H	54	Male	Norsk		1991	No	Akershus	0219	Bærum
Henriette Caroline Tønsberg	H	55	Female	Norsk		1991	No	Akershus	0219	Bærum
Nikolai Hillestad Halle	H	56	Male	Norsk		1978	No	Akershus	0219	Bærum
Arild Willersrud	H	57	Male	Norsk		1962	No	Akershus	0219	Bærum
Kristine Skolt Grosås	KRF	1	Female	Norsk		1959	Yes	Akershus	0219	Bærum
Arnulf Myklebust	KRF	2	Male	Norsk		1949	Yes	Akershus	0219	Bærum
Kristin Theisen	KRF	3	Female	Norsk		1953	Yes	Akershus	0219	Bærum
Arne Synnes	KRF	4	Male	Norsk		1940	Yes	Akershus	0219	Bærum
Anne Helene Lindseth	KRF	5	Female	Norsk		1955	Yes	Akershus	0219	Bærum
Arne Inge Mathisen	KRF	6	Male	Norsk		1945	Yes	Akershus	0219	Bærum
Roman Aginian	KRF	7	Male	Norsk		1971	No	Akershus	0219	Bærum
Reidun Ask	KRF	8	Female	Norsk		1946	No	Akershus	0219	Bærum
Elisabeth Fremstad Aukrust	KRF	9	Female	Norsk		1966	No	Akershus	0219	Bærum
Rolf Bangseid	KRF	10	Male	Norsk		1937	No	Akershus	0219	Bærum
Mette Marie Bommen	KRF	11	Female	Norsk		1971	No	Akershus	0219	Bærum
Olav Bondevik	KRF	12	Male	Norsk		1930	No	Akershus	0219	Bærum
Anne Nordal Broen	KRF	13	Female	Norsk		1949	No	Akershus	0219	Bærum
Ingebjørg Bugge	KRF	14	Female	Norsk		1927	No	Akershus	0219	Bærum
Stein Davidsen	KRF	15	Male	Norsk		1931	No	Akershus	0219	Bærum
Eirik Eisinger	KRF	16	Male	Norsk		1988	No	Akershus	0219	Bærum
Torleif Elgvin	KRF	17	Male	Norsk		1950	No	Akershus	0219	Bærum
Øyvind Flatner	KRF	18	Male	Norsk		1960	No	Akershus	0219	Bærum
Ruth Flebu	KRF	19	Female	Norsk		1947	No	Akershus	0219	Bærum
Hans Christian Færden	KRF	20	Male	Norsk		1957	No	Akershus	0219	Bærum
Tania Randby Garthus	KRF	21	Female	Norsk		1960	No	Akershus	0219	Bærum
Kaare Granheim	KRF	22	Male	Norsk		1946	No	Akershus	0219	Bærum
Gina Skolt Grosås	KRF	23	Female	Norsk		1993	No	Akershus	0219	Bærum
Gunnar Grøsland	KRF	24	Male	Norsk		1968	No	Akershus	0219	Bærum
Tove Haavik	KRF	25	Female	Norsk		1950	No	Akershus	0219	Bærum
Ingunn Hamran	KRF	26	Female	Norsk		1957	No	Akershus	0219	Bærum
Eva Christine Haugen	KRF	27	Female	Norsk		1926	No	Akershus	0219	Bærum
Torhild Torjussen Hovdal	KRF	28	Female	Norsk		1975	No	Akershus	0219	Bærum
Edward Hulbak	KRF	29	Male	Norsk		1936	No	Akershus	0219	Bærum
Kari Husøy	KRF	30	Female	Norsk		1952	No	Akershus	0219	Bærum
Ole Andreas Husøy	KRF	31	Male	Norsk		1951	No	Akershus	0219	Bærum
Anne Kallåk	KRF	32	Female	Norsk		1952	No	Akershus	0219	Bærum
Jon Inge Schiager Kjernlie	KRF	33	Male	Norsk		1961	No	Akershus	0219	Bærum
Elin Klakken	KRF	34	Female	Norsk		1961	No	Akershus	0219	Bærum
Agnes Elisabeth Kolshus	KRF	35	Female	Norsk		1943	No	Akershus	0219	Bærum
Åsa Marit Malmstrøm	KRF	36	Female	Norsk		1976	No	Akershus	0219	Bærum
Øistein Mjærum	KRF	37	Male	Norsk		1973	No	Akershus	0219	Bærum
Lennart Omarhus	KRF	38	Male	Norsk		1965	No	Akershus	0219	Bærum
Gustav Fredrik Røyert	KRF	39	Male	Norsk		1961	No	Akershus	0219	Bærum
Gudrun Brøvig Silde	KRF	40	Female	Norsk		1966	No	Akershus	0219	Bærum
Elisabeth Solberg	KRF	41	Female	Norsk		1949	No	Akershus	0219	Bærum
Thor Yngve Steen	KRF	42	Male	Norsk		1947	No	Akershus	0219	Bærum
Thor-Arthur Stokstad	KRF	43	Male	Norsk		1943	No	Akershus	0219	Bærum
Dagrun Moen Synnes	KRF	44	Female	Norsk		1940	No	Akershus	0219	Bærum
Mona Uni Sæbø	KRF	45	Female	Norsk		1928	No	Akershus	0219	Bærum
Liv Wergeland Sørbye	KRF	46	Female	Norsk		1947	No	Akershus	0219	Bærum
Astrid Theisen	KRF	47	Female	Norsk		1925	No	Akershus	0219	Bærum
Jan-Egil Trobe	KRF	48	Male	Norsk		1956	No	Akershus	0219	Bærum
Fredrik Ziegler	KRF	49	Male	Norsk		1969	No	Akershus	0219	Bærum
Karen Ziegler	KRF	50	Female	Norsk		1937	No	Akershus	0219	Bærum
Anne Grete Hagseth Aamodt	KRF	51	Female	Norsk		1955	No	Akershus	0219	Bærum
Nikki Schei	MDG	1	Male	Norsk		1962	Yes	Akershus	0219	Bærum
